RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.575917057,68,2,0.088354499,3700,5,0,0,1,0
0.088769698,35,0,0.165872596,5666,11,0,0,0,0
0.922321713,51,1,0.478119706,7083,5,0,2,0,3
0.053392457,51,0,0.378430896,12350,14,0,3,0,3
0.010245801,73,0,0.001295001,3860,3,0,0,0,0
0.9999999,64,0,0,5400,9,0,0,0,0
0.760445198,41,0,0.438568798,3800,10,0,1,0,1
1.039985719,23,0,0.03978935,3417,5,0,0,0,1
0.168904954,55,0,0.724425192,3000,15,0,1,0,0
0.148584399,48,0,0.364939177,6000,8,0,2,0,3
0.081316747,45,0,0.536811106,7130,8,0,2,0,0
0.133624216,48,0,0.213477161,7508,6,0,2,0,0
0.175310265,55,3,0.086535458,3200,17,2,0,1,1
0.029645315,39,0,0.004686036,3200,1,0,0,0,2
0.797741999,62,0,0.522686491,3900,6,0,1,0,0
0.188256626,58,1,0.217285945,3713,7,0,1,0,3
0.051094461,64,0,0.042720999,6085,12,0,0,0,0
0.9999999,67,0,0.729708117,2500,6,0,1,0,0
0.9999999,50,0,10,5400,0,0,0,0,0
0.315937407,30,0,0.398518925,7291,9,0,2,0,0
0.110336272,71,0,0.029451363,5941,4,0,0,0,0
0.016861488,79,0,0.005261773,3800,9,0,0,0,0
0.068284356,38,0,0.203430635,6645,17,0,1,0,2
0.904670964,74,2,0.629014989,7471,15,0,2,0,0
0.165858987,50,0,0.103452339,8486,9,0,0,0,0
0.06331466,35,0,2343,5400,6,0,2,0,0
0.524744555,55,1,0.227128812,6000,6,0,1,0,1
0.663352462,25,2,0.173930428,2500,14,0,0,0,2
0.9999999,38,0,0,2500,1,2,0,0,2
0.602910514,44,0,0.121070314,8333,5,0,0,0,3
0.407374729,57,0,0.446139573,9700,12,0,1,0,0
0.023995362,42,0,1170,5400,7,0,2,0,0
0.074258028,64,0,1868,5400,11,0,2,0,0
0.256049961,64,0,0.067644119,3000,13,0,0,1,0
0.167502172,35,0,0.049397236,3400,3,0,0,0,1
0.023839046,64,0,0.896023927,5683,7,0,3,0,2
0.394331494,46,0,0.79049377,6500,21,0,3,0,3
0.345498718,57,0,0.376659564,6100,11,0,2,0,1
0.000174964,49,0,1047,5400,10,0,1,0,0
0.064663972,75,0,0.048354845,5500,4,0,0,0,1
0,39,0,0.605687533,5766,10,0,2,0,0
0.096975756,25,0,0.756393001,742,5,0,0,0,0
0.009984812,80,0,19,5400,7,0,0,0,1
0.096433385,45,0,0.340087623,1825,4,0,0,0,3
0,72,0,0.151548006,8300,2,0,1,0,0
0.895835813,65,0,3.787535411,2470,17,0,0,0,0
0.115431846,63,0,0.051603905,2150,3,0,0,0,1
0.001343847,73,0,0.058920887,6041,9,0,1,0,0
0.121980752,62,0,2212,5400,15,0,1,0,0
0.002426602,86,0,0.000666445,3000,4,0,0,0,0
0.183955289,77,1,0.116241644,8077,10,0,0,0,0
0.035840333,55,0,0.301616397,6000,12,0,1,0,2
0.141341624,51,0,0.124079629,11000,5,0,1,0,0
0.109685535,35,0,1527,5400,9,0,1,0,0
0.131776655,59,0,0.151182722,8750,9,0,1,0,0
0.842285805,30,0,0.490001481,6750,11,0,2,0,2
0.420747206,49,0,0.670870627,7373,15,0,1,0,1
0.011739647,53,0,0.278021576,10937,7,0,1,1,0
0.003251819,46,0,0.118800339,9435,8,0,0,0,3
0.040123245,40,0,0.356984905,10400,9,0,1,0,2
0.612305185,58,1,0.427247874,6583,13,0,2,0,0
0.9999999,85,0,0.00679864,5000,5,0,0,0,0
0.089773875,59,0,0.186420837,3416,21,0,0,0,0
0.128492243,31,1,0.19296,6249,8,0,0,0,0
0.208461206,65,0,1785,5400,9,0,1,0,1
0.559563654,36,0,593,5400,3,0,0,0,0
0.101311445,40,1,1915,5400,10,0,1,0,0
0.631032494,43,1,0.363545485,3000,7,0,0,0,0
0.062095731,55,0,4090,5400,10,0,2,0,1
0.107811868,30,0,0.541952257,8461,5,0,1,0,1
0.9999999,45,1,0.370062754,10835,3,0,2,0,0
0.296094283,57,0,1978,5400,9,0,2,0,0
0.92200156,59,0,5164,5400,10,0,3,0,0
0.311576695,43,0,0.80783429,4875,14,0,3,0,0
0.315441334,69,3,0.609598172,5250,21,0,2,0,0
0.065959775,35,0,2185,5400,9,0,2,0,0
0.233896098,34,0,685,0,2,0,0,0,3
0.100901056,42,0,0.423510927,7000,11,0,3,0,0
0.992934275,29,0,0.201545103,4400,5,0,1,1,0
0.206280996,41,0,0.375874708,3000,9,0,0,0,0
0.38349191,47,0,1321,5400,9,0,1,0,1
0.001020138,46,0,0.055651449,16800,10,0,1,0,1
0.9999999,24,0,0.02530541,3437,1,0,0,0,1
0.260374349,63,0,0.440838005,10166,9,0,1,0,0
0.456166962,62,0,0.367258553,4617,12,0,0,0,0
0.184660563,52,0,0.382212039,4800,8,0,1,0,0
0.584351322,54,0,1453,5400,3,0,1,0,0
0.554850002,57,0,1.259708738,2471,10,0,1,0,0
0.0099518,64,0,0.256249107,7000,4,0,1,0,0
0,26,0,0,5400,1,0,0,0,0
0.046880339,55,0,0.231917872,15000,11,0,2,0,1
0.808926461,27,0,0.306346827,2000,5,0,0,0,0
0.9880024,41,4,0.350025725,5830,9,0,2,0,3
0.855855856,48,0,0.291070211,4400,5,0,0,0,1
0.183095507,45,0,0.79128727,5600,11,0,2,0,1
0.046137905,79,0,0.342457193,8000,13,0,1,0,0
0.617842876,36,0,0.01332889,3000,2,0,0,0,0
0.392721456,30,0,0.200457317,2623,2,0,0,0,0
0.007298748,70,0,20,5400,7,0,0,0,0
0.551448551,25,0,0.096643656,4200,3,0,0,0,3
0.04671682,42,1,0.243729459,5780,7,0,1,0,1
0.017837002,82,0,0.677147239,2607,11,0,1,0,0
0.142885711,72,0,0.600971151,3500,6,0,2,0,0
0.196736484,59,0,1231,5400,7,0,1,0,0
0.025228802,44,0,0.115643511,7427,11,2,1,0,1
0.012059698,60,0,0.993,999,11,0,0,0,1
0.067498737,49,0,0.405432428,6000,13,0,2,0,0
0.060313252,67,0,0.129059117,1200,8,0,0,0,0
0.051392833,45,0,0.231967111,8026,11,0,1,0,3
0.053829041,58,0,0.034691713,6600,9,0,0,0,1
0.050389922,32,0,0.737403359,3750,4,0,2,0,0
0.022485405,47,0,0.284559065,9150,6,0,1,0,2
0.088373601,57,0,49,5400,3,0,0,0,0
0,70,0,0.074937674,6818,9,0,0,0,0
0.417107008,67,0,3193,5400,9,0,2,0,1
0.045995584,75,0,0.018745314,4000,5,0,0,0,0
0.883536649,36,0,0.315244556,2800,11,0,0,0,3
0.161644287,52,0,0.134433192,6121,8,0,0,0,0
0.0528986,80,0,0.342892329,5683,14,0,1,0,1
0.011592163,58,0,1860,5400,8,0,1,0,3
0.14904216,67,0,0.424412487,2850,9,0,1,0,0
0,81,0,0,5400,3,0,0,0,0
0.21634201,25,0,0.026409707,1400,4,0,0,0,0
0.044439745,56,0,0.016995751,4000,5,0,0,0,1
0.9999999,68,0,270,5400,0,2,0,2,0
0.149804563,37,2,2329,5400,17,0,1,0,0
1.00888642,30,3,0.766695958,2275,8,0,2,0,2
0.743438047,46,0,0.456477357,10775,8,0,3,0,2
0.013844137,52,0,0.419716057,5000,11,0,1,0,1
0,60,0,4463,5400,8,0,2,0,0
0.008309274,38,0,0.409207936,6602,6,0,1,0,3
0.285902962,40,0,0.417930345,6000,17,0,1,0,0
0.533733406,42,2,0.23401151,12336,11,0,2,0,3
0.019356445,55,0,4914,5400,8,0,2,0,0
0.9999999,25,0,0.279016141,1300,3,0,0,0,0
0.029056831,56,0,0.419320105,6500,12,0,2,0,0
0.635759655,65,1,0.613817135,13200,12,0,2,1,2
0.075347143,28,0,0.47700511,4500,6,0,1,0,1
0.019320026,87,0,0.483716944,8167,5,0,1,0,1
0.048798699,29,0,0.009816397,5500,8,0,0,0,0
0.786799272,41,0,0.922431028,2500,13,0,0,0,1
0.075083317,25,0,0.219358233,1900,4,0,0,0,0
0.266214957,32,0,0.898025494,4000,10,0,2,0,0
0.111269615,23,0,2,5400,1,0,0,0,0
0.399765228,36,1,0.240707511,3900,8,0,0,0,0
0.046122967,38,0,0.728759655,2200,8,0,1,0,0
0.9999999,37,0,0.271236665,5061,4,0,0,1,0
0.970199,55,1,0.149849919,4330,5,2,0,0,0
0.880239982,41,0,1290,5400,6,0,0,0,2
0.522831469,48,0,0.445605134,6700,8,0,1,0,3
0.053988003,32,0,0.001990333,3516,6,0,0,0,0
0.778634676,26,1,0.140671866,3333,8,0,0,0,0
0.075771973,76,0,0.264352963,5416,11,0,0,0,0
0.797171833,59,0,0.020997667,9000,4,0,0,0,0
0.334295645,48,0,5368,5400,13,0,2,0,0
0.056226424,74,0,2522,5400,5,0,2,0,0
0,64,0,0.198352941,8499,8,0,1,0,1
0.842183731,64,0,0.482643969,15037,6,0,3,0,0
0.116186693,46,0,0.393240765,3816,6,0,1,0,2
0.156456236,38,0,0.156668319,4033,5,0,0,0,1
0.062699433,59,0,0.42048,6249,14,0,1,0,1
0.285088431,37,0,0.093381324,5000,4,0,0,1,2
0.35425807,77,0,0.518414196,14200,14,0,2,0,2
0.123995724,65,0,0.259553831,5154,5,0,1,0,0
0.405644157,50,0,1.11339433,6666,11,0,2,0,2
1.04434177,61,7,0.165576434,24000,11,0,2,1,0
0.250957608,59,0,0.376405899,4000,21,0,0,0,0
0.012790073,72,0,0.082127858,15000,5,0,0,0,1
0,55,0,2140,5400,16,0,1,0,0
0.780753696,40,0,0.499684277,4750,10,0,0,0,0
0.330891024,46,0,0.482256387,8650,13,0,2,0,3
0.445363576,54,0,0.555422229,6666,18,0,2,0,1
0.105507098,31,0,0.209516194,2500,8,0,0,0,0
0.504743053,80,0,1.044591082,5000,19,0,1,0,0
0.053218214,41,0,64,5400,6,0,0,0,0
0.14253492,50,0,1782,5400,7,0,1,0,0
0.004418399,63,0,0.047272048,5351,3,0,1,0,1
0.025783087,48,0,0.010845176,2673,9,0,0,0,0
0.105669964,61,0,665,5400,5,0,0,0,0
0,78,0,184,5400,9,0,0,0,0
0.031862188,50,0,0.245145474,15500,8,0,3,0,2
0,68,0,0,1200,1,0,0,0,0
0.577158508,64,0,1.177300794,3400,15,0,2,0,0
0.6909013,43,1,0.282772923,6750,6,0,1,0,1
0.285316041,75,0,0.067853705,2077,6,0,0,0,0
1.161676647,31,0,0.145143365,4498,2,0,0,0,1
0.066888146,60,0,0.025567776,7000,6,0,0,0,0
0.725568315,32,0,0.3858337,6818,15,0,2,0,3
0.286846898,41,0,0.707905315,13433,7,0,3,0,2
0.9999999,51,0,0,5400,3,0,0,0,0
0.065658734,35,0,0.458862737,4800,15,0,1,0,1
0.042092279,57,0,0.061964941,7358,8,0,1,0,2
0.230331932,46,0,0.457726581,4600,8,0,2,1,1
0.009858672,66,0,0.220877912,10000,10,0,1,0,0
0.018473198,75,0,20,5400,5,0,0,0,0
0.9999999,54,0,0.241436139,16989,5,0,1,0,1
0.104820181,49,0,0.388734585,9000,13,0,2,0,2
0.160661029,31,0,0.322766571,1040,6,0,0,0,0
0.014636054,62,0,866,0,12,0,1,0,0
0.271618498,66,0,0.387562895,7750,13,0,2,0,1
0.360773204,37,0,0.162972838,6000,6,0,0,0,3
0.06512698,47,1,0.952019192,2500,4,0,2,0,1
0,70,0,0.079976478,3400,4,0,0,0,0
0.697520538,42,0,0.266228921,6700,11,0,1,0,0
0.079620937,55,0,0.483152484,1750,5,0,1,0,2
0,69,0,0.033322226,3000,12,0,0,0,0
0.055673827,35,0,0.606590724,2457,9,0,1,0,1
0.15574503,45,0,0.179857309,6026,6,0,1,0,1
0.002529668,73,0,0.000769231,5199,6,0,0,0,0
0.149845318,59,0,0.250125733,5964,11,0,1,0,0
0.002909816,42,0,0.366233527,10850,21,0,2,0,0
0.028999597,65,0,1934,5400,12,0,1,0,0
0.9999999,41,0,0.579477292,4667,2,2,1,1,1
0.104501579,65,0,0.723736823,11003,17,0,3,0,1
0.9999999,36,0,0.466906619,5000,11,0,1,0,1
0.093357729,39,0,0.578147496,6250,10,0,2,0,1
0.290255844,61,0,0.37246501,3500,7,0,1,0,0
0.808326894,45,1,1.22106882,2600,13,0,2,0,3
0.053698292,35,0,0.180250553,6784,11,0,0,0,3
0.035498028,30,0,0.075497788,3615,5,0,0,0,2
0.012561715,32,0,0.136271061,5400,8,0,0,0,0
0.05381329,63,0,0.177589071,5416,3,0,1,0,0
0.690012601,36,0,1267,5400,4,0,0,0,0
0.950814385,39,0,0.11278723,5700,5,0,0,0,1
0.077809798,54,0,0.386389075,4466,10,0,2,0,0
0.06424197,53,0,0.007185255,3200,6,0,0,0,1
0.002067591,65,0,709,5400,4,0,1,0,0
0.508902005,62,0,0.048485672,7362,5,0,0,0,1
0.031231385,89,0,11,5400,5,0,0,0,0
0.031692278,54,0,0.550254869,7650,16,0,2,0,3
0.072583858,71,0,330,5400,7,0,0,0,0
0.098271626,73,0,1.103202847,5900,11,0,0,0,0
0.257241157,69,1,0.288913774,6250,11,0,0,0,0
0.002333074,87,0,1,5400,3,0,0,0,0
0.003604,64,0,0.407647526,7557,11,0,2,0,0
0.425560324,67,0,0.840121317,6923,17,0,2,0,0
0.382773538,52,1,0.148455094,11100,15,0,0,0,0
0.191073227,65,0,0.186840717,7583,13,0,0,0,0
0.329666896,57,0,1220,5400,7,0,1,0,2
0.776963072,48,0,0.415153907,3800,8,0,1,0,0
0.240702521,70,0,0.456904666,7436,9,0,1,0,0
0.080218396,53,0,0.019996667,6000,5,0,0,0,0
0.021239803,36,0,2330,5400,5,0,1,0,0
0.03562678,40,0,0.669084821,3583,9,0,2,0,2
0.319622097,51,0,2251,5400,5,0,1,0,0
0.092687175,61,0,0.242659549,16483,10,0,2,0,1
0.222506167,59,0,0.271467415,11400,9,0,2,0,0
0.180017634,42,0,0.279528302,10599,11,0,2,0,3
0.456584537,37,0,0.317212968,5582,8,0,2,0,3
0.025576528,46,0,0.66340603,6235,12,0,2,0,1
0.000648118,44,0,0.310544985,3100,5,0,1,0,2
0.9999999,41,0,0.398608998,4600,4,0,1,0,1
0.118587608,22,0,0.005376344,929,2,0,0,0,0
0.015463064,58,0,0.240791756,9800,8,0,1,0,0
0.333290472,45,2,0.420089217,6500,20,0,1,1,0
0.9999999,50,0,1046,5400,4,0,1,0,0
0.10015333,45,0,0.635649691,4201,9,0,1,0,2
0,63,0,335,5400,5,0,1,0,0
0.002475199,52,0,0.466176122,4212,17,0,2,0,1
0.696209436,50,0,0.530931192,4606,11,0,1,0,0
0.123590113,69,1,0.079461369,15000,5,0,1,0,1
1.00266489,25,0,0.037468776,1200,1,0,0,0,0
0.909618076,46,0,0.371500737,4750,4,0,1,0,2
0.02906742,57,0,29,5400,6,0,0,0,0
0.018358151,63,0,0.011847464,2700,11,0,0,0,0
0.105257998,68,0,0.079992001,10000,4,0,1,0,1
0.00090905,50,0,1252,5400,9,0,1,0,0
0.011006613,73,0,0.302151954,6830,6,0,1,0,0
0.032285649,48,0,0.23844872,6600,9,0,2,0,0
0.518141891,42,0,0.740541991,3726,9,0,2,0,1
0.9999999,23,0,65,5400,2,0,0,0,0
0.028239641,55,0,0.158605174,8000,6,0,2,0,0
0.11211435,56,0,0.249194534,9000,7,0,1,0,0
0,63,1,2545,5400,12,0,1,0,0
0.065051942,43,0,0.005832361,6000,2,0,0,0,0
0.019524512,56,0,0.39406346,12700,8,0,3,0,0
0,28,0,0.098367887,6800,4,0,1,0,2
0.000714222,55,0,0.30071311,9114,5,0,1,0,0
0.9999999,42,1,0,2800,1,0,0,0,0
0.109835208,67,0,421,5400,8,0,0,0,0
0.065178242,63,0,173,5400,13,0,0,0,0
0.669800694,64,0,0.071728222,12156,5,0,0,0,0
0.000923006,35,0,0.170879922,8227,3,0,1,0,0
0.096353837,56,0,0.212605983,6250,12,0,2,0,0
0.9999999,34,0,0.0584382,5800,1,0,0,0,0
0.9999999,78,0,0,5000,0,0,0,0,0
0.832104651,47,0,0.754365541,11166,18,0,3,0,2
0.086405994,32,0,471,5400,7,0,0,0,0
0.215307006,68,1,0.113690709,23000,11,0,1,0,1
0.019461319,71,0,403,5400,9,0,1,0,0
0.191074796,31,0,0.097161136,2500,4,0,0,0,0
0.102344883,68,0,61,5400,4,0,0,0,0
0.003333259,35,0,1.100071994,4166,6,0,3,0,0
0.377784481,53,1,0.490962234,13000,20,0,2,0,0
0.9999999,30,0,0.145194274,4400,4,0,0,0,1
0.010141719,71,0,0.122469383,4000,8,0,1,0,0
0.200304902,51,1,0.382897256,4700,7,0,1,0,0
0.093456934,68,0,948,5400,9,0,1,0,0
0.025364351,66,0,0.172848398,8330,11,0,2,0,0
0.146815813,48,0,0.164466737,7575,3,0,1,0,1
0.797979798,61,0,0.363686841,7203,11,0,2,0,0
1.015305602,40,2,2579,5400,9,0,0,0,1
0.130711246,51,0,0.720703906,7500,4,0,2,0,0
0.043887821,68,0,0.482069057,7500,11,0,2,0,0
0.007129411,49,0,3562,5400,5,0,2,0,0
0.94041527,41,0,0.517911691,3600,4,0,2,0,0
0,52,0,1665,5400,7,0,1,0,0
0.840035548,44,1,0.661267746,5000,6,0,2,0,1
0.098966812,34,0,1571,5400,9,0,2,0,0
0.9999999,34,0,3094,5400,1,0,1,0,0
0.282094738,28,0,0.066,1499,4,0,0,0,0
0.981776765,74,0,0.360189573,5696,12,0,1,0,0
0.186442672,32,0,0.442312248,8441,8,0,2,0,0
0.026791157,60,0,272,5400,5,0,0,0,2
0.404184463,39,0,0.608024691,5831,12,0,1,0,3
0.706647038,34,0,1.234267791,5100,4,0,1,0,0
0.381245579,55,0,0.412734769,6548,10,0,1,0,0
0.578417045,59,0,0.882056814,2780,11,0,2,0,0
1.009271042,47,0,1.346653347,1000,8,0,0,0,0
0.09148226,65,0,0.280555141,6700,8,0,1,0,0
0.020413512,59,0,0.224899075,15357,11,0,2,0,0
0.9999999,46,1,0.625312459,7600,4,0,1,0,3
0.288234542,57,0,3584,5400,8,0,2,0,0
0.479687292,68,0,3971,5400,10,0,2,0,0
0.474857511,46,0,0.760605628,7000,11,0,3,0,2
0.9999999,38,0,0.00893504,4140,0,0,0,0,2
0.38863857,63,0,0.334466553,10000,20,0,0,0,0
0.108680707,55,0,0.155986643,6288,7,0,1,0,0
0.171566007,47,0,0.314498849,12600,14,0,3,0,2
0.171772056,50,1,0.478592375,5114,13,0,1,0,2
0.001848239,31,0,0.486978238,2802,8,0,1,0,1
0.121532709,29,0,0.155711072,4000,4,0,0,0,0
0,67,0,3795,5400,14,0,2,0,0
0.029119305,52,0,0.304283205,7400,14,0,2,0,0
0.082781608,34,0,0.773697694,2341,7,0,2,0,1
0.9999999,66,0,0,5400,2,0,0,0,0
0.012537022,82,0,634,5400,10,0,0,0,1
0.349040694,61,0,0.299400109,5500,15,1,0,1,2
0.06289237,31,0,0.324490068,7500,10,0,1,0,1
0.089993479,33,1,0.061476282,4700,5,0,0,0,0
0.495872192,54,0,0.145990876,16000,8,0,0,0,0
0.071421865,51,0,0.103843947,12200,8,0,1,0,2
0,56,0,0.080228827,7166,3,0,1,0,0
0.023443558,34,0,0.089318447,6000,5,0,0,0,2
0.00019259,62,0,1188,5400,8,0,2,0,1
0.9999999,43,0,44.33333333,2,0,0,0,0,2
0.805799356,37,0,0.397856343,6250,5,0,3,0,0
0.9999999,28,1,0.155268434,4488,2,1,0,1,1
1.924170616,61,0,945,5400,2,1,0,0,0
0.277150878,56,0,3134,5400,11,0,1,0,0
0.298394885,52,0,0.167837807,8680,7,0,1,0,2
0.013713894,40,0,764,5400,3,0,1,0,0
0.139573967,35,2,0.10060629,5277,11,0,0,0,0
0.386976179,45,0,4095,5400,17,0,2,0,2
0.011272386,53,0,0.242274819,6083,6,0,1,0,0
0,54,0,0.180681427,8716,10,0,1,0,0
0.504648201,47,0,0.134056399,9219,6,0,0,0,2
0.025220245,58,0,0.358128374,5000,13,0,2,0,0
0.179454661,50,0,110,5400,4,0,0,0,0
0.079830202,65,0,0.215946013,4000,11,0,1,0,2
0.9999999,58,1,0.459135489,2752,3,2,1,1,0
0.877215013,54,5,2020,5400,12,0,1,0,1
0.22960494,43,0,0.124459691,14574,4,0,1,0,1
0.025747811,52,0,0.223320659,3944,10,0,1,0,0
0.873312669,51,0,0.071822077,4900,6,0,0,0,0
0.9999999,26,0,1396,5400,1,0,1,0,0
0.028113957,61,0,0.031349387,2200,12,0,0,0,0
0.917233107,23,0,0.2751499,1500,8,0,0,0,0
0.092694977,31,0,0.235927407,3250,7,0,2,0,0
0.734671203,40,0,0.506623344,4000,6,0,1,0,1
0.285122783,59,0,0.183400976,17000,7,0,2,0,0
0,80,0,0.154563624,3001,2,0,1,0,0
0.017832739,38,0,0.003870718,5166,4,0,0,0,1
0.081099792,33,2,0.09179204,5250,10,0,0,0,1
0.348599486,59,0,0.733287624,5833,12,0,2,0,2
0,64,0,0,7500,3,0,0,0,0
0.040138674,48,0,1676,5400,17,0,2,0,0
0.9999999,33,0,0.022720388,3300,1,1,0,0,1
0,48,0,0.365263667,6200,12,0,1,0,2
0.02082108,72,0,0.001319609,3788,6,0,0,1,1
1.003299835,51,0,1.462195924,3041,10,0,1,0,2
0.137251912,27,0,0.063909037,5100,16,0,0,0,0
0.841763368,41,0,0.392401335,10185,9,0,2,0,0
0.99467022,25,1,43,5400,2,0,0,0,0
0.003649939,47,0,0.179277108,6224,7,0,1,0,1
0.944447874,72,1,2970,5400,8,0,2,0,1
0.9999999,38,0,1.129948021,2500,5,0,2,0,2
0.249789963,55,0,0.480652555,7416,9,0,2,0,0
0.9999999,54,0,0.372751401,3390,2,0,1,0,1
0,61,0,0.094006037,2318,2,0,0,0,0
0.001569255,41,0,650,5400,8,0,1,0,0
0.011376973,66,0,0.183977003,8000,8,0,1,0,1
0.030376121,84,0,424,5400,6,0,1,0,0
0.521593427,57,0,0.223182145,4166,7,0,1,0,0
0.179219821,39,0,0.37055431,6241,15,0,2,0,0
0.032756984,56,0,90,5400,8,0,0,0,0
0.038824932,50,0,0.46538389,5300,7,0,2,0,2
0.357081804,53,0,0.54950007,7100,17,0,2,0,3
0,73,0,343,5400,5,0,0,0,0
0.465127351,47,1,0.119847544,7083,6,3,0,0,0
0.125836354,77,0,0.891195694,2600,7,0,2,0,0
0.137045419,27,0,2661,5400,9,0,1,0,0
0.9999999,22,0,0.531059683,820,1,0,0,0,0
0.586110347,63,0,0.103736264,6824,5,0,0,0,0
0.81722437,44,0,0.096882069,10166,4,2,0,0,0
0.00306844,68,0,352,5400,5,0,0,0,0
0.001354751,37,0,0,2478,2,0,0,0,1
0.914754262,32,0,0.472129086,4771,4,0,1,0,3
0.08920262,58,0,0.378962104,10000,20,0,1,0,2
0.215081812,75,0,0.018141097,4464,5,0,0,0,0
0.137343133,53,0,0.199480814,12326,3,0,1,0,2
0.060847277,30,0,0.136105431,4400,9,0,0,0,0
0.027085198,53,0,2085,5400,7,0,1,0,0
0.027246133,56,0,0.294074401,6800,8,0,2,0,0
0.9999999,43,0,0,2455,0,0,0,0,2
0.254768507,42,0,0.26306914,4150,5,0,2,0,0
0.13581468,71,0,0.461363475,14066,13,0,3,0,0
0.053239532,31,0,0.286745001,4850,15,0,1,0,1
0.008607003,87,0,0.00239952,3333,6,0,0,0,0
0.03219908,73,0,33,0,4,0,0,0,0
0.234529441,48,0,0.008272351,22000,2,0,0,0,2
0.9999999,37,0,2,5400,1,2,0,1,0
0.507163565,41,0,3315,5400,9,0,2,0,2
0.270909184,27,0,0.080195703,4700,9,0,0,0,1
0.07296215,49,0,0.259409221,10866,11,0,2,0,2
0.015829212,87,0,0.422788606,2000,10,0,2,0,0
0.071054298,74,0,0.284895347,7500,7,0,1,0,1
0.001841944,86,0,1,5400,6,0,0,0,0
0.054346547,36,1,0.376021798,1100,3,0,0,0,0
0.028328612,44,0,0.379616773,3600,7,0,1,0,1
0.101659974,50,0,0.347307553,8300,8,0,1,0,2
0.943441473,43,0,4078,5400,12,0,2,0,1
0.231692268,40,0,0.119660709,3300,7,0,0,0,0
0.9999999,22,0,0,0,1,0,0,0,0
0.540773077,39,0,0.093609055,11750,7,0,0,0,2
0.305570918,56,0,0.698919991,4536,18,0,1,0,1
0.9999999,34,0,0.47386461,3500,5,0,1,0,1
0.99860028,31,1,0.624442921,5833,10,0,2,1,0
0.057848554,72,0,0.004139917,16666,6,0,0,0,0
0.1092626,65,0,2029,5400,6,0,1,0,0
0.658034197,27,0,0.136314068,2750,6,0,0,0,0
0.750014792,52,0,529,5400,8,0,0,0,0
0.070368366,41,0,0.60724698,2400,9,0,2,0,0
0.9999999,22,0,0,1000,1,0,0,0,0
0.038791431,33,0,0.303198887,2875,6,0,1,0,0
0.080292218,56,0,0.119040119,34920,11,0,1,0,2
0.062539769,54,0,0.264133794,5500,10,0,1,0,2
0.08119201,56,0,0.21565549,8916,8,0,1,0,0
0.174418957,39,0,0.324553151,2125,7,0,0,0,0
0.985119926,68,0,0.618629767,8888,17,0,3,0,1
0.065956274,63,0,0.288135593,5250,7,0,1,0,1
0.15916022,37,2,0.225850135,6645,14,1,0,0,1
0.189800283,40,0,0.292782002,9600,4,0,2,0,0
0.29592083,83,0,0.087702226,8220,4,0,0,0,0
0.007693721,51,0,1206,5400,9,0,1,0,0
0.003587512,43,0,1,5400,3,0,0,0,0
0.050226639,63,0,2246,5400,9,0,1,0,0
0.072291991,58,0,0.397867378,3000,8,0,1,0,0
0.086942719,59,2,0.150692758,7000,13,0,0,0,0
0.464357095,22,0,0.006018658,3322,2,0,0,0,0
0.021182677,57,0,0.249530111,13300,15,0,1,0,2
0.521173526,39,1,0.345356701,13750,13,0,2,0,3
0.373746339,44,0,1358,5400,7,0,1,0,1
0.003838943,50,1,0.229824311,7000,11,0,0,0,3
0.032010279,65,1,1.309845077,2000,9,0,2,0,0
0.808387914,43,2,2778,5400,5,0,1,0,3
0.018943864,79,0,0.006869633,6404,8,0,0,0,0
0.496513085,48,0,0.270547945,4671,9,0,0,0,1
0.009166361,62,0,8,5400,1,0,0,0,0
0.005135062,66,0,0.001426534,6308,7,0,0,0,0
0.9999999,51,1,1375,5400,4,0,1,1,0
0.073574093,52,0,0.318523864,9700,6,0,3,0,1
0.026722996,57,0,0.299981368,5366,9,0,2,0,0
0.95802099,40,0,0.424657534,1240,4,0,0,0,0
0.628999268,48,1,0.314814815,10583,11,0,3,0,2
0.131265624,32,0,0.149212697,4000,5,0,0,0,0
0.051585748,49,0,0.315668433,10000,12,0,2,0,2
0.45625729,35,0,0.589138782,3645,4,0,1,0,2
0.996281145,68,0,0.338617349,4541,6,1,1,2,0
0.241504877,66,0,1933,5400,4,0,1,0,0
0.045139633,27,0,0.076749436,3100,5,0,0,0,0
0.03135991,80,0,0.295200662,4833,12,0,1,0,0
0.00238092,62,0,0.373121633,10580,11,0,2,0,1
0.179539937,41,0,0.380356531,5833,9,0,1,0,3
0.046691709,72,0,0.094484253,6000,12,1,1,0,1
0.9999999,72,0,0.028292439,3993,1,0,0,1,0
0.120099485,38,0,0.232264334,4115,4,0,1,0,2
0.015516362,69,0,0.305330728,3582,6,0,1,0,0
0.9999999,45,1,0.303080766,3602,3,0,0,0,3
0.150989059,60,0,0.355881373,3000,11,0,1,0,0
0.814798943,40,0,0.670207385,1976,7,0,0,0,0
0.490850915,50,0,0.158694609,6250,2,0,1,0,0
0.044092634,70,0,0.514551574,5050,10,0,2,0,1
0.009925681,79,0,11,5400,8,0,0,0,0
0,52,1,0.406886338,2700,10,4,2,1,0
